Timestamp,UTC,Callsign,Position,Altitude,Speed,Direction
1686558163,2023-06-12T08:22:43Z,ANA212,"35.646725,134.267883",37000,508,106
1686558292,2023-06-12T08:24:52Z,ANA212,"35.559448,134.619476",37000,508,107
1686558424,2023-06-12T08:27:04Z,ANA212,"35.466751,134.988266",37000,514,107
1686558551,2023-06-12T08:29:11Z,ANA212,"35.377213,135.338455",37000,525,107
1686558680,2023-06-12T08:31:20Z,ANA212,"35.281384,135.70874",37000,525,107
1686558811,2023-06-12T08:33:31Z,ANA212,"35.184273,136.078781",37000,528,107
1686558937,2023-06-12T08:35:37Z,ANA212,"35.089169,136.436005",37000,533,108
1686559064,2023-06-12T08:37:44Z,ANA212,"34.99379,136.795425",37000,524,106
1686559193,2023-06-12T08:39:53Z,ANA212,"34.928841,137.165054",37000,518,97
1686559323,2023-06-12T08:42:03Z,ANA212,"34.887268,137.535828",32550,507,97
1686559455,2023-06-12T08:44:15Z,ANA212,"34.845097,137.910629",31000,501,97
1686559585,2023-06-12T08:46:25Z,ANA212,"34.804222,138.262543",29275,472,98
1686559721,2023-06-12T08:48:41Z,ANA212,"34.76326,138.606537",25650,436,98
1686559853,2023-06-12T08:50:53Z,ANA212,"34.725082,138.918259",22025,408,98
1686559983,2023-06-12T08:53:03Z,ANA212,"34.713676,139.204391",18700,383,90
1686560089,2023-06-12T08:54:49Z,ANA212,"34.715378,139.411453",16575,325,76
1686560106,2023-06-12T08:55:06Z,ANA212,"34.724258,139.439545",16325,313,64
1686560122,2023-06-12T08:55:22Z,ANA212,"34.735519,139.464874",15950,307,61
1686560252,2023-06-12T08:57:32Z,ANA212,"34.821308,139.652191",13175,289,61
1686560345,2023-06-12T08:59:05Z,ANA212,"34.876602,139.787354",13175,286,85
1686560364,2023-06-12T08:59:24Z,ANA212,"34.873539,139.817108",13175,282,106
1686560380,2023-06-12T08:59:40Z,ANA212,"34.867485,139.842285",13175,282,106
1686560451,2023-06-12T09:00:51Z,ANA212,"34.847855,139.951141",12850,285,74
1686560468,2023-06-12T09:01:08Z,ANA212,"34.859024,139.974457",12525,288,47
1686560485,2023-06-12T09:01:25Z,ANA212,"34.878754,139.989624",12125,292,23
1686560501,2023-06-12T09:01:41Z,ANA212,"34.898712,139.999283",11725,294,21
1686560552,2023-06-12T09:02:32Z,ANA212,"34.962479,140.029999",10800,288,21
1686560579,2023-06-12T09:02:59Z,ANA212,"34.997314,140.041718",10325,283,5
1686560618,2023-06-12T09:03:38Z,ANA212,"35.046021,140.044693",9550,265,2
1686560675,2023-06-12T09:04:35Z,ANA212,"35.113094,140.046722",8475,234,352
1686560691,2023-06-12T09:04:51Z,ANA212,"35.129745,140.041992",8150,234,344
1686560712,2023-06-12T09:05:12Z,ANA212,"35.150711,140.034424",7800,230,343
1686560781,2023-06-12T09:06:21Z,ANA212,"35.218445,140.003067",6600,219,336
1686560841,2023-06-12T09:07:21Z,ANA212,"35.272583,139.971954",5425,216,329
1686560903,2023-06-12T09:08:23Z,ANA212,"35.326351,139.934433",4800,211,329
1686560937,2023-06-12T09:08:57Z,ANA212,"35.35437,139.914612",4175,202,330
1686560970,2023-06-12T09:09:30Z,ANA212,"35.380074,139.896454",3550,205,329
1686561003,2023-06-12T09:10:03Z,ANA212,"35.407837,139.876846",2975,197,329
1686561036,2023-06-12T09:10:36Z,ANA212,"35.432922,139.8591",2450,177,329
1686561068,2023-06-12T09:11:08Z,ANA212,"35.454323,139.843979",2000,174,329
1686561100,2023-06-12T09:11:40Z,ANA212,"35.476856,139.828018",1525,166,329
1686561136,2023-06-12T09:12:16Z,ANA212,"35.500259,139.811432",1000,162,329
1686561172,2023-06-12T09:12:52Z,ANA212,"35.523148,139.795197",500,167,329
1686561206,2023-06-12T09:13:26Z,ANA212,"35.545986,139.778992",100,133,329
1686561233,2023-06-12T09:13:53Z,ANA212,"35.554096,139.773071",0,34,320
1686561249,2023-06-12T09:14:09Z,ANA212,"35.55518,139.771332",0,17,300
1686561302,2023-06-12T09:15:02Z,ANA212,"35.55304,139.771439",0,15,149
1686561326,2023-06-12T09:15:26Z,ANA212,"35.551826,139.771774",0,10,210
1686561347,2023-06-12T09:15:47Z,ANA212,"35.551334,139.770752",0,12,239
1686561373,2023-06-12T09:16:13Z,ANA212,"35.550625,139.769287",0,8,239
1686561447,2023-06-12T09:17:27Z,ANA212,"35.550594,139.769257",0,1,149
