Timestamp,UTC,Callsign,Position,Altitude,Speed,Direction
1686581761,2023-06-12T14:56:01Z,ANA211,"51.909283,-1.848921",18400,353,159
1686581894,2023-06-12T14:58:14Z,ANA211,"51.709015,-1.733551",15550,340,160
1686582023,2023-06-12T15:00:23Z,ANA211,"51.521896,-1.626942",15000,330,160
1686582099,2023-06-12T15:01:39Z,ANA211,"51.416714,-1.561966",15000,326,144
1686582111,2023-06-12T15:01:51Z,ANA211,"51.403152,-1.539719",15000,328,128
1686582123,2023-06-12T15:02:03Z,ANA211,"51.394417,-1.514587",15000,328,113
1686582135,2023-06-12T15:02:15Z,ANA211,"51.389992,-1.487122",15000,328,98
1686582147,2023-06-12T15:02:27Z,ANA211,"51.387386,-1.456604",15000,328,97
1686582189,2023-06-12T15:03:09Z,ANA211,"51.379669,-1.354362",14850,332,96
1686582318,2023-06-12T15:05:18Z,ANA211,"51.355316,-1.047338",13175,314,97
1686582411,2023-06-12T15:06:51Z,ANA211,"51.337948,-0.836792",11325,294,97
1686582472,2023-06-12T15:07:52Z,ANA211,"51.328312,-0.720596",10275,248,97
1686582508,2023-06-12T15:08:28Z,ANA211,"51.325611,-0.654678",9400,254,83
1686582532,2023-06-12T15:08:52Z,ANA211,"51.324821,-0.610046",8825,255,96
1686582544,2023-06-12T15:09:04Z,ANA211,"51.322403,-0.587175",8525,256,101
1686582592,2023-06-12T15:09:52Z,ANA211,"51.311691,-0.500026",8000,241,97
1686582607,2023-06-12T15:10:07Z,ANA211,"51.31398,-0.472932",8000,245,70
1686582619,2023-06-12T15:10:19Z,ANA211,"51.321533,-0.45519",8000,250,46
1686582631,2023-06-12T15:10:31Z,ANA211,"51.333618,-0.442868",8000,260,23
1686582643,2023-06-12T15:10:43Z,ANA211,"51.347397,-0.438933",8000,264,358
1686582655,2023-06-12T15:10:55Z,ANA211,"51.361954,-0.443981",8000,266,336
1686582667,2023-06-12T15:11:07Z,ANA211,"51.373978,-0.45723",8000,268,316
1686582679,2023-06-12T15:11:19Z,ANA211,"51.382217,-0.477219",8000,266,292
1686582691,2023-06-12T15:11:31Z,ANA211,"51.384933,-0.499507",8000,262,271
1686582703,2023-06-12T15:11:43Z,ANA211,"51.381939,-0.52269",8025,254,248
1686582715,2023-06-12T15:11:55Z,ANA211,"51.376122,-0.542374",8025,254,242
1686582727,2023-06-12T15:12:07Z,ANA211,"51.369324,-0.563049",8000,256,242
1686582757,2023-06-12T15:12:37Z,ANA211,"51.354675,-0.614641",7725,257,257
1686582768,2023-06-12T15:12:48Z,ANA211,"51.35331,-0.633469",7575,260,266
1686582781,2023-06-12T15:13:01Z,ANA211,"51.352703,-0.660248",7375,260,268
1686582793,2023-06-12T15:13:13Z,ANA211,"51.352844,-0.683231",7100,263,275
1686582805,2023-06-12T15:13:25Z,ANA211,"51.356369,-0.706243",6850,268,288
1686582817,2023-06-12T15:13:37Z,ANA211,"51.361725,-0.728438",6600,270,292
1686582841,2023-06-12T15:14:01Z,ANA211,"51.373466,-0.772247",6075,272,298
1686582853,2023-06-12T15:14:13Z,ANA211,"51.383289,-0.791626",5825,273,318
1686582865,2023-06-12T15:14:25Z,ANA211,"51.395905,-0.803146",5625,262,340
1686582877,2023-06-12T15:14:37Z,ANA211,"51.409313,-0.807343",5500,242,353
1686582889,2023-06-12T15:14:49Z,ANA211,"51.422348,-0.808868",5325,226,356
1686582913,2023-06-12T15:15:13Z,ANA211,"51.447067,-0.811234",4800,216,356
1686582931,2023-06-12T15:15:31Z,ANA211,"51.464478,-0.809708",4450,205,16
1686582943,2023-06-12T15:15:43Z,ANA211,"51.473881,-0.800323",4175,196,42
1686582955,2023-06-12T15:15:55Z,ANA211,"51.477951,-0.785745",3950,183,83
1686582967,2023-06-12T15:16:07Z,ANA211,"51.477173,-0.769266",3700,182,96
1686582979,2023-06-12T15:16:19Z,ANA211,"51.47644,-0.753009",3400,184,92
1686582994,2023-06-12T15:16:34Z,ANA211,"51.476349,-0.732521",3050,186,89
1686583011,2023-06-12T15:16:51Z,ANA211,"51.476486,-0.709076",2725,185,89
1686583048,2023-06-12T15:17:28Z,ANA211,"51.476765,-0.661926",2150,167,89
1686583083,2023-06-12T15:18:03Z,ANA211,"51.47699,-0.619243",1675,164,89
1686583120,2023-06-12T15:18:40Z,ANA211,"51.477173,-0.576337",1175,149,89
1686583154,2023-06-12T15:19:14Z,ANA211,"51.47731,-0.538775",725,148,89
1686583186,2023-06-12T15:19:46Z,ANA211,"51.477448,-0.503441",350,151,90
1686583221,2023-06-12T15:20:21Z,ANA211,"51.477558,-0.466995",50,111,89
1686583252,2023-06-12T15:20:52Z,ANA211,"51.477627,-0.451412",0,39,90
1686583280,2023-06-12T15:21:20Z,ANA211,"51.477276,-0.444816",0,29,109
1686583359,2023-06-12T15:22:39Z,ANA211,"51.473923,-0.440585",0,16,180
1686583400,2023-06-12T15:23:20Z,ANA211,"51.471947,-0.440807",0,8,208
1686583430,2023-06-12T15:23:50Z,ANA211,"51.471889,-0.442085",0,0,267
